orderid,productid,unitprice_x,quantity,discount,total,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,productname,supplierid,categoryid,quantityperunit,unitprice_y,unitsinstock,unitsonorder,reorderlevel,discontinued,year_month
10662,68,12.5,10,0.0,125.0,-9223372036854775808,3,1997-09-09,868492800000000000,1997-09-18,2,1.28,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,12.5,6,10,15,False,1997-09
10663,40,18.4,30,0.050000000745058,552.0,-9223372036854775808,2,1997-10-09,-9223372036854775808,1997-10-03,2,113.15,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,18.4,123,0,30,False,1997-10
10663,42,14.0,30,0.050000000745058,420.0,-9223372036854775808,2,1997-10-09,-9223372036854775808,1997-10-03,2,113.15,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,5,-9223372036854775808,14.0,26,0,0,True,1997-10
10663,51,53.0,20,0.050000000745058,1060.0,-9223372036854775808,2,1997-10-09,-9223372036854775808,1997-10-03,2,113.15,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,7,-9223372036854775808,53.0,20,0,10,False,1997-10
10664,10,31.0,24,0.1500000059604644,744.0,-9223372036854775808,1,1997-10-09,871171200000000000,1997-09-19,3,1.27,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,4,8,-9223372036854775808,31.0,31,0,0,False,1997-10
10664,56,38.0,12,0.1500000059604644,456.0,-9223372036854775808,1,1997-10-09,871171200000000000,1997-09-19,3,1.27,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,26,5,-9223372036854775808,38.0,21,10,30,False,1997-10
10664,65,21.05,15,0.1500000059604644,315.75,-9223372036854775808,1,1997-10-09,871171200000000000,1997-09-19,3,1.27,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,2,2,-9223372036854775808,21.05,76,0,0,False,1997-10
10665,51,53.0,20,0.0,1060.0,-9223372036854775808,1,1997-11-09,873849600000000000,1997-09-17,2,26.31,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,7,-9223372036854775808,53.0,20,0,10,False,1997-11
10665,59,55.0,1,0.0,55.0,-9223372036854775808,1,1997-11-09,873849600000000000,1997-09-17,2,26.31,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,55.0,79,0,0,False,1997-11
10665,76,18.0,10,0.0,180.0,-9223372036854775808,1,1997-11-09,873849600000000000,1997-09-17,2,26.31,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,1,-9223372036854775808,18.0,57,0,20,False,1997-11
10666,29,123.79,36,0.0,4456.4400000000005,-9223372036854775808,7,1997-12-09,876441600000000000,1997-09-22,2,232.42,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,6,-9223372036854775808,123.79,0,0,0,True,1997-12
10666,65,21.05,10,0.0,210.5,-9223372036854775808,7,1997-12-09,876441600000000000,1997-09-22,2,232.42,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,2,2,-9223372036854775808,21.05,76,0,0,False,1997-12
10667,69,36.0,45,0.2000000029802322,1620.0,-9223372036854775808,7,1997-12-09,876441600000000000,1997-09-19,1,78.09,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,36.0,26,0,15,False,1997-12
10667,71,21.5,14,0.2000000029802322,301.0,-9223372036854775808,7,1997-12-09,876441600000000000,1997-09-19,1,78.09,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,21.5,26,0,0,False,1997-12
10668,31,12.5,8,0.1000000014901161,100.0,-9223372036854775808,1,,-9223372036854775808,1997-09-23,2,47.22,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,12.5,0,70,20,False,
10668,55,24.0,4,0.1000000014901161,96.0,-9223372036854775808,1,,-9223372036854775808,1997-09-23,2,47.22,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,25,6,-9223372036854775808,24.0,115,0,20,False,
10668,64,33.25,15,0.1000000014901161,498.75,-9223372036854775808,1,,-9223372036854775808,1997-09-23,2,47.22,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,5,-9223372036854775808,33.25,22,80,30,False,
10669,36,19.0,30,0.0,570.0,-9223372036854775808,2,,-9223372036854775808,1997-09-22,1,24.39,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-7447420800000000000,-9223372036854775808,-9223372036854775808,17,8,-9223372036854775808,19.0,112,0,20,False,
10670,23,9.0,32,0.0,288.0,-9223372036854775808,4,,-9223372036854775808,1997-09-18,1,203.48,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,9,5,-9223372036854775808,9.0,61,0,25,False,
10670,46,12.0,60,0.0,720.0,-9223372036854775808,4,,-9223372036854775808,1997-09-18,1,203.48,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,21,8,-9223372036854775808,12.0,95,0,0,False,
10670,67,14.0,25,0.0,350.0,-9223372036854775808,4,,-9223372036854775808,1997-09-18,1,203.48,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,14.0,52,0,10,False,
10670,73,15.0,50,0.0,750.0,-9223372036854775808,4,,-9223372036854775808,1997-09-18,1,203.48,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,17,8,-9223372036854775808,15.0,101,0,5,False,
10670,75,7.75,25,0.0,193.75,-9223372036854775808,4,,-9223372036854775808,1997-09-18,1,203.48,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,1,-9223372036854775808,7.75,125,0,25,False,
10671,16,17.45,10,0.0,174.5,-9223372036854775808,1,,-9223372036854775808,1997-09-24,1,30.34,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,3,-9223372036854775808,17.45,29,0,10,False,
10671,62,49.3,10,0.0,493.0,-9223372036854775808,1,,-9223372036854775808,1997-09-24,1,30.34,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,29,3,-9223372036854775808,49.3,17,0,0,False,
10671,65,21.05,12,0.0,252.6,-9223372036854775808,1,,-9223372036854775808,1997-09-24,1,30.34,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,2,2,-9223372036854775808,21.05,76,0,0,False,
10672,38,263.5,15,0.1000000014901161,3952.5,-9223372036854775808,9,,852854400000000000,1997-09-26,2,95.75,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,18,1,-9223372036854775808,263.5,17,0,15,False,
10672,71,21.5,12,0.0,258.0,-9223372036854775808,9,,852854400000000000,1997-09-26,2,95.75,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,21.5,26,0,0,False,
10673,16,17.45,3,0.0,52.35,-9223372036854775808,2,,-9223372036854775808,1997-09-19,1,22.76,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,3,-9223372036854775808,17.45,29,0,10,False,
10673,42,14.0,6,0.0,84.0,-9223372036854775808,2,,-9223372036854775808,1997-09-19,1,22.76,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,5,-9223372036854775808,14.0,26,0,0,True,
10673,43,46.0,6,0.0,276.0,-9223372036854775808,2,,-9223372036854775808,1997-09-19,1,22.76,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,1,-9223372036854775808,46.0,17,10,25,False,
10674,23,9.0,5,0.0,45.0,-9223372036854775808,4,,-9223372036854775808,1997-09-30,2,0.9,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,9,5,-9223372036854775808,9.0,61,0,25,False,
10675,14,23.25,30,0.0,697.5,-9223372036854775808,5,,-9223372036854775808,1997-09-23,2,31.85,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,6,7,-9223372036854775808,23.25,35,0,0,False,
10675,53,32.8,10,0.0,328.0,-9223372036854775808,5,,-9223372036854775808,1997-09-23,2,31.85,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,6,-9223372036854775808,32.8,0,0,0,True,
10675,58,13.25,30,0.0,397.5,-9223372036854775808,5,,-9223372036854775808,1997-09-23,2,31.85,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,27,8,-9223372036854775808,13.25,62,0,20,False,
10676,10,31.0,2,0.0,62.0,-9223372036854775808,2,,-9223372036854775808,1997-09-29,2,2.01,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,4,8,-9223372036854775808,31.0,31,0,0,False,
10676,19,9.2,7,0.0,64.39999999999999,-9223372036854775808,2,,-9223372036854775808,1997-09-29,2,2.01,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,9.2,25,0,5,False,
10676,44,19.45,21,0.0,408.45,-9223372036854775808,2,,-9223372036854775808,1997-09-29,2,2.01,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,2,-9223372036854775808,19.45,27,0,15,False,
10677,26,31.23,30,0.1500000059604644,936.9,-9223372036854775808,1,,-9223372036854775808,1997-09-26,3,4.03,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,11,3,-9223372036854775808,31.23,15,0,0,False,
10677,33,2.5,8,0.1500000059604644,20.0,-9223372036854775808,1,,-9223372036854775808,1997-09-26,3,4.03,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,2.5,112,0,20,False,
10678,12,38.0,100,0.0,3800.0,-9223372036854775808,7,,-9223372036854775808,1997-10-16,3,388.98,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,5,4,-9223372036854775808,38.0,86,0,0,False,
10678,33,2.5,30,0.0,75.0,-9223372036854775808,7,,-9223372036854775808,1997-10-16,3,388.98,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,2.5,112,0,20,False,
10678,41,9.65,120,0.0,1158.0,-9223372036854775808,7,,-9223372036854775808,1997-10-16,3,388.98,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,9.65,85,0,10,False,
10678,54,7.45,30,0.0,223.5,-9223372036854775808,7,,-9223372036854775808,1997-10-16,3,388.98,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,25,6,-9223372036854775808,7.45,21,0,10,False,
10679,59,55.0,12,0.0,660.0,-9223372036854775808,8,,-9223372036854775808,1997-09-30,3,27.94,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,55.0,79,0,0,False,
10680,16,17.45,50,0.25,872.5,-9223372036854775808,1,,-9223372036854775808,1997-09-26,1,26.61,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,3,-9223372036854775808,17.45,29,0,10,False,
10680,31,12.5,20,0.25,250.0,-9223372036854775808,1,,-9223372036854775808,1997-09-26,1,26.61,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,12.5,0,70,20,False,
10680,42,14.0,40,0.25,560.0,-9223372036854775808,1,,-9223372036854775808,1997-09-26,1,26.61,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,5,-9223372036854775808,14.0,26,0,0,True,
10681,19,9.2,30,0.1000000014901161,276.0,-9223372036854775808,3,,-9223372036854775808,1997-09-30,3,76.13,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,9.2,25,0,5,False,
10681,21,10.0,12,0.1000000014901161,120.0,-9223372036854775808,3,,-9223372036854775808,1997-09-30,3,76.13,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,10.0,3,40,5,False,
10681,64,33.25,28,0.0,931.0,-9223372036854775808,3,,-9223372036854775808,1997-09-30,3,76.13,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,5,-9223372036854775808,33.25,22,80,30,False,
10682,33,2.5,30,0.0,75.0,-9223372036854775808,3,,-9223372036854775808,1997-10-01,2,36.13,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,2.5,112,0,20,False,
10682,66,17.0,4,0.0,68.0,-9223372036854775808,3,,-9223372036854775808,1997-10-01,2,36.13,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,2,2,-9223372036854775808,17.0,4,100,20,False,
10682,75,7.75,30,0.0,232.5,-9223372036854775808,3,,-9223372036854775808,1997-10-01,2,36.13,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,1,-9223372036854775808,7.75,125,0,25,False,
10683,52,7.0,9,0.0,63.0,-9223372036854775808,2,,-9223372036854775808,1997-10-01,1,4.4,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,5,-9223372036854775808,7.0,38,0,25,False,
10684,40,18.4,20,0.0,368.0,-9223372036854775808,3,,-9223372036854775808,1997-09-30,1,145.63,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,18.4,123,0,30,False,
10684,47,9.5,40,0.0,380.0,-9223372036854775808,3,,-9223372036854775808,1997-09-30,1,145.63,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,22,3,-9223372036854775808,9.5,36,0,0,False,
10684,60,34.0,30,0.0,1020.0,-9223372036854775808,3,,-9223372036854775808,1997-09-30,1,145.63,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,34.0,19,0,0,False,
10685,10,31.0,20,0.0,620.0,-9223372036854775808,4,,-9223372036854775808,1997-10-03,2,33.75,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,4,8,-9223372036854775808,31.0,31,0,0,False,
10685,41,9.65,4,0.0,38.6,-9223372036854775808,4,,-9223372036854775808,1997-10-03,2,33.75,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,9.65,85,0,10,False,
10685,47,9.5,15,0.0,142.5,-9223372036854775808,4,,-9223372036854775808,1997-10-03,2,33.75,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,22,3,-9223372036854775808,9.5,36,0,0,False,
10686,17,39.0,30,0.2000000029802322,1170.0,-9223372036854775808,2,,-9223372036854775808,1997-10-08,1,96.5,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,6,-9223372036854775808,39.0,0,0,0,True,
10686,26,31.23,15,0.0,468.45,-9223372036854775808,2,,-9223372036854775808,1997-10-08,1,96.5,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,11,3,-9223372036854775808,31.23,15,0,0,False,
10687,9,97.0,50,0.25,4850.0,-9223372036854775808,9,,-9223372036854775808,1997-10-30,2,296.43,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,4,6,-9223372036854775808,97.0,29,0,0,True,
10687,29,123.79,10,0.0,1237.9,-9223372036854775808,9,,-9223372036854775808,1997-10-30,2,296.43,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,6,-9223372036854775808,123.79,0,0,0,True,
10687,36,19.0,6,0.25,114.0,-9223372036854775808,9,,-9223372036854775808,1997-10-30,2,296.43,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,17,8,-9223372036854775808,19.0,112,0,20,False,
10688,10,31.0,18,0.1000000014901161,558.0,-9223372036854775808,4,1997-01-10,-9223372036854775808,1997-10-07,2,299.09,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,4,8,-9223372036854775808,31.0,31,0,0,False,1997-01
10688,28,45.6,60,0.1000000014901161,2736.0,-9223372036854775808,4,1997-01-10,-9223372036854775808,1997-10-07,2,299.09,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,7,-9223372036854775808,45.6,26,0,0,True,1997-01
10688,34,14.0,14,0.0,196.0,-9223372036854775808,4,1997-01-10,-9223372036854775808,1997-10-07,2,299.09,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,14.0,111,0,15,False,1997-01
10689,1,18.0,35,0.25,630.0,-9223372036854775808,1,1997-01-10,-9223372036854775808,1997-10-07,2,13.42,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,18.0,39,0,10,False,1997-01
10690,56,38.0,20,0.25,760.0,-9223372036854775808,1,1997-02-10,-9223372036854775808,1997-10-03,1,15.8,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,26,5,-9223372036854775808,38.0,21,10,30,False,1997-02
10690,77,13.0,30,0.25,390.0,-9223372036854775808,1,1997-02-10,-9223372036854775808,1997-10-03,1,15.8,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,2,-9223372036854775808,13.0,32,0,15,False,1997-02
10691,1,18.0,30,0.0,540.0,-9223372036854775808,2,1997-03-10,-9223372036854775808,1997-10-22,2,810.05,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,18.0,39,0,10,False,1997-03
10691,29,123.79,40,0.0,4951.6,-9223372036854775808,2,1997-03-10,-9223372036854775808,1997-10-22,2,810.05,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,6,-9223372036854775808,123.79,0,0,0,True,1997-03
10691,43,46.0,40,0.0,1840.0,-9223372036854775808,2,1997-03-10,-9223372036854775808,1997-10-22,2,810.05,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,1,-9223372036854775808,46.0,17,10,25,False,1997-03
10691,44,19.45,24,0.0,466.8,-9223372036854775808,2,1997-03-10,-9223372036854775808,1997-10-22,2,810.05,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,2,-9223372036854775808,19.45,27,0,15,False,1997-03
10691,62,49.3,48,0.0,2366.4,-9223372036854775808,2,1997-03-10,-9223372036854775808,1997-10-22,2,810.05,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,29,3,-9223372036854775808,49.3,17,0,0,False,1997-03
10692,63,43.9,20,0.0,878.0,-9223372036854775808,4,1997-03-10,-9223372036854775808,1997-10-13,2,61.02,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,2,-9223372036854775808,43.9,24,0,5,False,1997-03
10693,9,97.0,6,0.0,582.0,-9223372036854775808,3,1997-06-10,-9223372036854775808,1997-10-10,3,139.34,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,4,6,-9223372036854775808,97.0,29,0,0,True,1997-06
10693,54,7.45,60,0.1500000059604644,447.0,-9223372036854775808,3,1997-06-10,-9223372036854775808,1997-10-10,3,139.34,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,25,6,-9223372036854775808,7.45,21,0,10,False,1997-06
10693,69,36.0,30,0.1500000059604644,1080.0,-9223372036854775808,3,1997-06-10,-9223372036854775808,1997-10-10,3,139.34,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,36.0,26,0,15,False,1997-06
10693,73,15.0,15,0.1500000059604644,225.0,-9223372036854775808,3,1997-06-10,-9223372036854775808,1997-10-10,3,139.34,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,17,8,-9223372036854775808,15.0,101,0,5,False,1997-06
10694,7,30.0,90,0.0,2700.0,-9223372036854775808,8,1997-06-10,858038400000000000,1997-10-09,3,398.36,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,3,7,-9223372036854775808,30.0,15,0,10,False,1997-06
10694,59,55.0,25,0.0,1375.0,-9223372036854775808,8,1997-06-10,858038400000000000,1997-10-09,3,398.36,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,55.0,79,0,0,False,1997-06
10694,70,15.0,50,0.0,750.0,-9223372036854775808,8,1997-06-10,858038400000000000,1997-10-09,3,398.36,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,1,-9223372036854775808,15.0,15,10,30,False,1997-06
10695,8,40.0,10,0.0,400.0,-9223372036854775808,7,1997-07-10,-9223372036854775808,1997-10-14,1,16.72,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,3,2,-9223372036854775808,40.0,6,0,0,False,1997-07
10695,12,38.0,4,0.0,152.0,-9223372036854775808,7,1997-07-10,-9223372036854775808,1997-10-14,1,16.72,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,5,4,-9223372036854775808,38.0,86,0,0,False,1997-07
10695,24,4.5,20,0.0,90.0,-9223372036854775808,7,1997-07-10,-9223372036854775808,1997-10-14,1,16.72,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,10,1,-9223372036854775808,4.5,20,0,0,True,1997-07
10696,17,39.0,20,0.0,780.0,-9223372036854775808,8,1997-08-10,-9223372036854775808,1997-10-14,3,102.55,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,6,-9223372036854775808,39.0,0,0,0,True,1997-08
10696,46,12.0,18,0.0,216.0,-9223372036854775808,8,1997-08-10,-9223372036854775808,1997-10-14,3,102.55,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,21,8,-9223372036854775808,12.0,95,0,0,False,1997-08
10697,19,9.2,7,0.25,64.39999999999999,-9223372036854775808,3,1997-08-10,863308800000000000,1997-10-14,1,45.52,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,9.2,25,0,5,False,1997-08
10697,35,18.0,9,0.25,162.0,-9223372036854775808,3,1997-08-10,863308800000000000,1997-10-14,1,45.52,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,18.0,20,0,15,False,1997-08
10697,58,13.25,30,0.25,397.5,-9223372036854775808,3,1997-08-10,863308800000000000,1997-10-14,1,45.52,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,27,8,-9223372036854775808,13.25,62,0,20,False,1997-08
