orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,shipstate/province,shipzip/postalcode,shipcountry/region,shippingfee,taxes,paymenttype,paiddate,notes,taxrate,taxstatus,statusid,uniquerowid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax,productid,unitpricex,quantity,discount,productname,supplierid,categoryid,quantityperunit,unitpricey,unitsinstock,unitsonorder,reorderlevel,discontinued,orderdate_main,year,month,unitprice,totalamount
10649,MAISD,5,1997-08-28,1997-09-25,1997-08-29,3.0,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,,,,,,,,,,,,401,Maison Dewey,Catherine Dewey,Sales Agent,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,(02) 201 24 67,(02) 201 24 68,28,45.6,20.0,0.0,R ssle Sauerkraut,12.0,7.0,25 - 825 g cans,45.6,26.0,0.0,0.0,True,,,,45.6,912.0
10649,MAISD,5,1997-08-28,1997-09-25,1997-08-29,3.0,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,,,,,,,,,,,,401,Maison Dewey,Catherine Dewey,Sales Agent,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,(02) 201 24 67,(02) 201 24 68,72,34.8,15.0,0.0,Mozzarella di Giovanni,14.0,4.0,24 - 200 g pkgs.,34.8,14.0,0.0,0.0,False,,,,34.8,522.0
10650,FAMIA,5,1997-08-29,1997-09-26,1997-09-03,3.0,176.81,Familia Arquibaldo,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,,,,,,,,,,,,402,Familia Arquibaldo,Aria Cruz,Marketing Assistant,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,(11) 555-9857,,30,25.89,30.0,0.0,Nord-Ost Matjeshering,13.0,8.0,10 - 200 g glasses,25.89,10.0,0.0,15.0,False,,,,25.89,776.7
10650,FAMIA,5,1997-08-29,1997-09-26,1997-09-03,3.0,176.81,Familia Arquibaldo,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,,,,,,,,,,,,402,Familia Arquibaldo,Aria Cruz,Marketing Assistant,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,(11) 555-9857,,53,32.8,25.0,0.050000000745058,Perth Pasties,24.0,6.0,48 pieces,32.8,0.0,0.0,0.0,True,,,,32.8,819.9999999999999
10650,FAMIA,5,1997-08-29,1997-09-26,1997-09-03,3.0,176.81,Familia Arquibaldo,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,,,,,,,,,,,,402,Familia Arquibaldo,Aria Cruz,Marketing Assistant,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,(11) 555-9857,,54,7.45,30.0,0.0,Tourti re,25.0,6.0,16 pies,7.45,21.0,0.0,10.0,False,,,,7.45,223.5
10651,WANDK,8,1997-09-01,1997-09-29,1997-09-11,2.0,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,,,,,,,,,,,,403,Die Wandernde Kuh,Rita M ller,Sales Representative,Adenauerallee 900,Stuttgart,,70563,Germany,0711-020361,0711-035428,19,9.2,12.0,0.25,Teatime Chocolate Biscuits,8.0,3.0,10 boxes x 12 pieces,9.2,25.0,0.0,5.0,False,1997-01-09,1997.0,1.0,9.2,110.39999999999999
10651,WANDK,8,1997-09-01,1997-09-29,1997-09-11,2.0,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,,,,,,,,,,,,403,Die Wandernde Kuh,Rita M ller,Sales Representative,Adenauerallee 900,Stuttgart,,70563,Germany,0711-020361,0711-035428,22,21.0,20.0,0.25,Gustaf's Kn ckebr d,9.0,5.0,24 - 500 g pkgs.,21.0,104.0,0.0,25.0,False,1997-01-09,1997.0,1.0,21.0,420.0
10652,GOURL,4,1997-09-01,1997-09-29,1997-09-08,2.0,7.14,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,,,,,,,,,,,,404,Gourmet Lanchonetes,Andr  Fonseca,Sales Associate,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,(11) 555-9482,,30,25.89,2.0,0.25,Nord-Ost Matjeshering,13.0,8.0,10 - 200 g glasses,25.89,10.0,0.0,15.0,False,1997-01-09,1997.0,1.0,25.89,51.78
10652,GOURL,4,1997-09-01,1997-09-29,1997-09-08,2.0,7.14,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,,,,,,,,,,,,404,Gourmet Lanchonetes,Andr  Fonseca,Sales Associate,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,(11) 555-9482,,42,14.0,20.0,0.0,Singaporean Hokkien Fried Mee,20.0,5.0,32 - 1 kg pkgs.,14.0,26.0,0.0,0.0,True,1997-01-09,1997.0,1.0,14.0,280.0
10653,FRANK,1,1997-09-02,1997-09-30,1997-09-19,1.0,93.25,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,405,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,16,17.45,30.0,0.1000000014901161,Pavlova,7.0,3.0,32 - 500 g boxes,17.45,29.0,0.0,10.0,False,1997-02-09,1997.0,2.0,17.45,523.5
10653,FRANK,1,1997-09-02,1997-09-30,1997-09-19,1.0,93.25,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,405,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,60,34.0,20.0,0.1000000014901161,Camembert Pierrot,28.0,4.0,15 - 300 g rounds,34.0,19.0,0.0,0.0,False,1997-02-09,1997.0,2.0,34.0,680.0
10654,BERGS,5,1997-09-02,1997-09-30,1997-09-11,1.0,55.26,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,406,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,4,22.0,12.0,0.1000000014901161,Chef Anton's Cajun Seasoning,2.0,2.0,48 - 6 oz jars,22.0,53.0,0.0,0.0,False,1997-02-09,1997.0,2.0,22.0,264.0
10654,BERGS,5,1997-09-02,1997-09-30,1997-09-11,1.0,55.26,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,406,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,39,18.0,20.0,0.1000000014901161,Chartreuse verte,18.0,1.0,750 cc per bottle,18.0,69.0,0.0,5.0,False,1997-02-09,1997.0,2.0,18.0,360.0
10654,BERGS,5,1997-09-02,1997-09-30,1997-09-11,1.0,55.26,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,406,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,54,7.45,6.0,0.1000000014901161,Tourti re,25.0,6.0,16 pies,7.45,21.0,0.0,10.0,False,1997-02-09,1997.0,2.0,7.45,44.7
10655,REGGC,1,1997-09-03,1997-10-01,1997-09-11,2.0,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,,,,,,,,,,,,407,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Strada Provinciale 124,Reggio Emilia,,42100,Italy,0522-556721,0522-556722,41,9.65,20.0,0.2000000029802322,Jack's New England Clam Chowder,19.0,8.0,12 - 12 oz cans,9.65,85.0,0.0,10.0,False,1997-03-09,1997.0,3.0,9.65,193.0
10656,GREAL,6,1997-09-04,1997-10-02,1997-09-10,1.0,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,,,,,,,,,,,,408,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,,14,23.25,3.0,0.1000000014901161,Tofu,6.0,7.0,40 - 100 g pkgs.,23.25,35.0,0.0,0.0,False,1997-04-09,1997.0,4.0,23.25,69.75
10656,GREAL,6,1997-09-04,1997-10-02,1997-09-10,1.0,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,,,,,,,,,,,,408,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,,44,19.45,28.0,0.1000000014901161,Gula Malacca,20.0,2.0,20 - 2 kg bags,19.45,27.0,0.0,15.0,False,1997-04-09,1997.0,4.0,19.45,544.6
10656,GREAL,6,1997-09-04,1997-10-02,1997-09-10,1.0,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,,,,,,,,,,,,408,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,,47,9.5,6.0,0.1000000014901161,Zaanse koeken,22.0,3.0,10 - 4 oz boxes,9.5,36.0,0.0,0.0,False,1997-04-09,1997.0,4.0,9.5,57.0
10657,SAVEA,2,1997-09-04,1997-10-02,1997-09-15,2.0,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,409,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,15,15.5,50.0,0.0,Genen Shouyu,6.0,2.0,24 - 250 ml bottles,15.5,39.0,0.0,5.0,False,1997-04-09,1997.0,4.0,15.5,775.0
10657,SAVEA,2,1997-09-04,1997-10-02,1997-09-15,2.0,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,409,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,41,9.65,24.0,0.0,Jack's New England Clam Chowder,19.0,8.0,12 - 12 oz cans,9.65,85.0,0.0,10.0,False,1997-04-09,1997.0,4.0,9.65,231.60000000000002
10657,SAVEA,2,1997-09-04,1997-10-02,1997-09-15,2.0,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,409,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,46,12.0,45.0,0.0,Spegesild,21.0,8.0,4 - 450 g glasses,12.0,95.0,0.0,0.0,False,1997-04-09,1997.0,4.0,12.0,540.0
10657,SAVEA,2,1997-09-04,1997-10-02,1997-09-15,2.0,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,409,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,47,9.5,10.0,0.0,Zaanse koeken,22.0,3.0,10 - 4 oz boxes,9.5,36.0,0.0,0.0,False,1997-04-09,1997.0,4.0,9.5,95.0
10657,SAVEA,2,1997-09-04,1997-10-02,1997-09-15,2.0,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,409,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,56,38.0,45.0,0.0,Gnocchi di nonna Alice,26.0,5.0,24 - 250 g pkgs.,38.0,21.0,10.0,30.0,False,1997-04-09,1997.0,4.0,38.0,1710.0
10657,SAVEA,2,1997-09-04,1997-10-02,1997-09-15,2.0,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,409,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,60,34.0,30.0,0.0,Camembert Pierrot,28.0,4.0,15 - 300 g rounds,34.0,19.0,0.0,0.0,False,1997-04-09,1997.0,4.0,34.0,1020.0
10658,QUICK,4,1997-09-05,1997-10-03,1997-09-08,1.0,364.15,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,410,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,21,10.0,60.0,0.0,Sir Rodney's Scones,8.0,3.0,24 pkgs. x 4 pieces,10.0,3.0,40.0,5.0,False,1997-05-09,1997.0,5.0,10.0,600.0
10658,QUICK,4,1997-09-05,1997-10-03,1997-09-08,1.0,364.15,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,410,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,40,18.4,70.0,0.050000000745058,Boston Crab Meat,19.0,8.0,24 - 4 oz tins,18.4,123.0,0.0,30.0,False,1997-05-09,1997.0,5.0,18.4,1288.0
10658,QUICK,4,1997-09-05,1997-10-03,1997-09-08,1.0,364.15,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,410,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,60,34.0,55.0,0.050000000745058,Camembert Pierrot,28.0,4.0,15 - 300 g rounds,34.0,19.0,0.0,0.0,False,1997-05-09,1997.0,5.0,34.0,1870.0
10658,QUICK,4,1997-09-05,1997-10-03,1997-09-08,1.0,364.15,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,410,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,77,13.0,70.0,0.050000000745058,Original Frankfurter gr ne So e,12.0,2.0,12 boxes,13.0,32.0,0.0,15.0,False,1997-05-09,1997.0,5.0,13.0,910.0
10659,QUEEN,7,1997-09-05,1997-10-03,1997-09-10,2.0,105.81,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,,,,,,,,,,,,411,Queen Cozinha,L cia Carvalho,Marketing Assistant,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,31,12.5,20.0,0.050000000745058,Gorgonzola Telino,14.0,4.0,12 - 100 g pkgs,12.5,0.0,70.0,20.0,False,1997-05-09,1997.0,5.0,12.5,250.0
10659,QUEEN,7,1997-09-05,1997-10-03,1997-09-10,2.0,105.81,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,,,,,,,,,,,,411,Queen Cozinha,L cia Carvalho,Marketing Assistant,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,40,18.4,24.0,0.050000000745058,Boston Crab Meat,19.0,8.0,24 - 4 oz tins,18.4,123.0,0.0,30.0,False,1997-05-09,1997.0,5.0,18.4,441.59999999999997
10659,QUEEN,7,1997-09-05,1997-10-03,1997-09-10,2.0,105.81,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,,,,,,,,,,,,411,Queen Cozinha,L cia Carvalho,Marketing Assistant,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,70,15.0,40.0,0.050000000745058,Outback Lager,7.0,1.0,24 - 355 ml bottles,15.0,15.0,10.0,30.0,False,1997-05-09,1997.0,5.0,15.0,600.0
10660,HUNGC,8,1997-09-08,1997-10-06,1997-10-15,1.0,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,,,,,,,,,,,,412,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,(503) 555-6874,(503) 555-2376,20,81.0,21.0,0.0,Sir Rodney's Marmalade,8.0,3.0,30 gift boxes,81.0,40.0,0.0,0.0,False,1997-08-09,1997.0,8.0,81.0,1701.0
10661,HUNGO,7,1997-09-09,1997-10-07,1997-09-15,3.0,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,,,,,,,,,,,413,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,39,18.0,3.0,0.2000000029802322,Chartreuse verte,18.0,1.0,750 cc per bottle,18.0,69.0,0.0,5.0,False,1997-09-09,1997.0,9.0,18.0,54.0
10661,HUNGO,7,1997-09-09,1997-10-07,1997-09-15,3.0,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,,,,,,,,,,,413,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,58,13.25,49.0,0.2000000029802322,Escargots de Bourgogne,27.0,8.0,24 pieces,13.25,62.0,0.0,20.0,False,1997-09-09,1997.0,9.0,13.25,649.25
10662,LONEP,3,1997-09-09,1997-10-07,1997-09-18,2.0,1.28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,,,,,,,,,,,,414,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,89 Chiaroscuro Rd.,Portland,OR,97219,USA,(503) 555-9573,(503) 555-9646,68,12.5,10.0,0.0,Scottish Longbreads,8.0,3.0,10 boxes x 8 pieces,12.5,6.0,10.0,15.0,False,1997-09-09,1997.0,9.0,12.5,125.0
10663,BONAP,2,1997-09-10,1997-09-24,1997-10-03,2.0,113.15,Bon app',"12, rue des Bouchers",Marseille,,13008,France,,,,,,,,,,,,415,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,,13008,France,91.24.45.40,91.24.45.41,40,18.4,30.0,0.050000000745058,Boston Crab Meat,19.0,8.0,24 - 4 oz tins,18.4,123.0,0.0,30.0,False,1997-10-09,1997.0,10.0,18.4,552.0
10663,BONAP,2,1997-09-10,1997-09-24,1997-10-03,2.0,113.15,Bon app',"12, rue des Bouchers",Marseille,,13008,France,,,,,,,,,,,,415,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,,13008,France,91.24.45.40,91.24.45.41,42,14.0,30.0,0.050000000745058,Singaporean Hokkien Fried Mee,20.0,5.0,32 - 1 kg pkgs.,14.0,26.0,0.0,0.0,True,1997-10-09,1997.0,10.0,14.0,420.0
10663,BONAP,2,1997-09-10,1997-09-24,1997-10-03,2.0,113.15,Bon app',"12, rue des Bouchers",Marseille,,13008,France,,,,,,,,,,,,415,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,,13008,France,91.24.45.40,91.24.45.41,51,53.0,20.0,0.050000000745058,Manjimup Dried Apples,24.0,7.0,50 - 300 g pkgs.,53.0,20.0,0.0,10.0,False,1997-10-09,1997.0,10.0,53.0,1060.0
10664,FURIB,1,1997-09-10,1997-10-08,1997-09-19,3.0,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,,,,,,,,,,,,416,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Jardim das rosas n. 32,Lisboa,,1675,Portugal,(1) 354-2534,(1) 354-2535,10,31.0,24.0,0.1500000059604644,Ikura,4.0,8.0,12 - 200 ml jars,31.0,31.0,0.0,0.0,False,1997-10-09,1997.0,10.0,31.0,744.0
10664,FURIB,1,1997-09-10,1997-10-08,1997-09-19,3.0,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,,,,,,,,,,,,416,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Jardim das rosas n. 32,Lisboa,,1675,Portugal,(1) 354-2534,(1) 354-2535,56,38.0,12.0,0.1500000059604644,Gnocchi di nonna Alice,26.0,5.0,24 - 250 g pkgs.,38.0,21.0,10.0,30.0,False,1997-10-09,1997.0,10.0,38.0,456.0
10664,FURIB,1,1997-09-10,1997-10-08,1997-09-19,3.0,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,,,,,,,,,,,,416,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Jardim das rosas n. 32,Lisboa,,1675,Portugal,(1) 354-2534,(1) 354-2535,65,21.05,15.0,0.1500000059604644,Louisiana Fiery Hot Pepper Sauce,2.0,2.0,32 - 8 oz bottles,21.05,76.0,0.0,0.0,False,1997-10-09,1997.0,10.0,21.05,315.75
10665,LONEP,1,1997-09-11,1997-10-09,1997-09-17,2.0,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,,,,,,,,,,,,417,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,89 Chiaroscuro Rd.,Portland,OR,97219,USA,(503) 555-9573,(503) 555-9646,51,53.0,20.0,0.0,Manjimup Dried Apples,24.0,7.0,50 - 300 g pkgs.,53.0,20.0,0.0,10.0,False,1997-11-09,1997.0,11.0,53.0,1060.0
10665,LONEP,1,1997-09-11,1997-10-09,1997-09-17,2.0,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,,,,,,,,,,,,417,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,89 Chiaroscuro Rd.,Portland,OR,97219,USA,(503) 555-9573,(503) 555-9646,59,55.0,1.0,0.0,Raclette Courdavault,28.0,4.0,5 kg pkg.,55.0,79.0,0.0,0.0,False,1997-11-09,1997.0,11.0,55.0,55.0
10665,LONEP,1,1997-09-11,1997-10-09,1997-09-17,2.0,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,,,,,,,,,,,,417,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,89 Chiaroscuro Rd.,Portland,OR,97219,USA,(503) 555-9573,(503) 555-9646,76,18.0,10.0,0.0,Lakkalik  ri,23.0,1.0,500 ml,18.0,57.0,0.0,20.0,False,1997-11-09,1997.0,11.0,18.0,180.0
10666,RICSU,7,1997-09-12,1997-10-10,1997-09-22,2.0,232.42,Richter Supermarkt,Starenweg 5,Gen ve,,1204,Switzerland,,,,,,,,,,,,418,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Gen ve,,1203,Switzerland,0897-034214,,29,123.79,36.0,0.0,Th ringer Rostbratwurst,12.0,6.0,50 bags x 30 sausgs.,123.79,0.0,0.0,0.0,True,1997-12-09,1997.0,12.0,123.79,4456.4400000000005
10666,RICSU,7,1997-09-12,1997-10-10,1997-09-22,2.0,232.42,Richter Supermarkt,Starenweg 5,Gen ve,,1204,Switzerland,,,,,,,,,,,,418,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Gen ve,,1203,Switzerland,0897-034214,,65,21.05,10.0,0.0,Louisiana Fiery Hot Pepper Sauce,2.0,2.0,32 - 8 oz bottles,21.05,76.0,0.0,0.0,False,1997-12-09,1997.0,12.0,21.05,210.5
10667,ERNSH,7,1997-09-12,1997-10-10,1997-09-19,1.0,78.09,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,,,,,,,,,,,419,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,69,36.0,45.0,0.2000000029802322,Gudbrandsdalsost,15.0,4.0,10 kg pkg.,36.0,26.0,0.0,15.0,False,1997-12-09,1997.0,12.0,36.0,1620.0
10667,ERNSH,7,1997-09-12,1997-10-10,1997-09-19,1.0,78.09,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,,,,,,,,,,,419,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,71,21.5,14.0,0.2000000029802322,Flotemysost,15.0,4.0,10 - 500 g pkgs.,21.5,26.0,0.0,0.0,False,1997-12-09,1997.0,12.0,21.5,301.0
10668,WANDK,1,1997-09-15,1997-10-13,1997-09-23,2.0,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,,,,,,,,,,,,420,Die Wandernde Kuh,Rita M ller,Sales Representative,Adenauerallee 900,Stuttgart,,70563,Germany,0711-020361,0711-035428,31,12.5,8.0,0.1000000014901161,Gorgonzola Telino,14.0,4.0,12 - 100 g pkgs,12.5,0.0,70.0,20.0,False,,,,12.5,100.0
10668,WANDK,1,1997-09-15,1997-10-13,1997-09-23,2.0,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,,,,,,,,,,,,420,Die Wandernde Kuh,Rita M ller,Sales Representative,Adenauerallee 900,Stuttgart,,70563,Germany,0711-020361,0711-035428,55,24.0,4.0,0.1000000014901161,P t  chinois,25.0,6.0,24 boxes x 2 pies,24.0,115.0,0.0,20.0,False,,,,24.0,96.0
10668,WANDK,1,1997-09-15,1997-10-13,1997-09-23,2.0,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,,,,,,,,,,,,420,Die Wandernde Kuh,Rita M ller,Sales Representative,Adenauerallee 900,Stuttgart,,70563,Germany,0711-020361,0711-035428,64,33.25,15.0,0.1000000014901161,Wimmers gute Semmelkn del,12.0,5.0,20 bags x 4 pieces,33.25,22.0,80.0,30.0,False,,,,33.25,498.75
10669,SIMOB,2,1997-09-15,1997-10-13,1997-09-22,1.0,24.39,Simons bistro,Vinb ltet 34,Kobenhavn,,1734,Denmark,,,,,,,,,,,,421,Simons bistro,Jytte Petersen,Owner,Vinb ltet 34,Kobenhavn,,1734,Denmark,31 12 34 56,31 13 35 57,36,19.0,30.0,0.0,Inlagd Sill,17.0,8.0,24 - 250 g  jars,19.0,112.0,0.0,20.0,False,,,,19.0,570.0
10670,FRANK,4,1997-09-16,1997-10-14,1997-09-18,1.0,203.48,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,422,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,23,9.0,32.0,0.0,Tunnbr d,9.0,5.0,12 - 250 g pkgs.,9.0,61.0,0.0,25.0,False,,,,9.0,288.0
10670,FRANK,4,1997-09-16,1997-10-14,1997-09-18,1.0,203.48,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,422,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,46,12.0,60.0,0.0,Spegesild,21.0,8.0,4 - 450 g glasses,12.0,95.0,0.0,0.0,False,,,,12.0,720.0
10670,FRANK,4,1997-09-16,1997-10-14,1997-09-18,1.0,203.48,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,422,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,67,14.0,25.0,0.0,Laughing Lumberjack Lager,16.0,1.0,24 - 12 oz bottles,14.0,52.0,0.0,10.0,False,,,,14.0,350.0
10670,FRANK,4,1997-09-16,1997-10-14,1997-09-18,1.0,203.48,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,422,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,73,15.0,50.0,0.0,R d Kaviar,17.0,8.0,24 - 150 g jars,15.0,101.0,0.0,5.0,False,,,,15.0,750.0
